iter	RMSE
127	270.1319879
128	269.9685834
129	269.8551652
130	269.6374323
131	269.1888231
132	269.0168254
133	268.7903798
134	268.5086692
135	268.2404338
136	267.8025383
137	267.616539
138	267.3707586
139	266.9537158
140	266.4641846
141	266.3933046
142	265.9319592
143	265.4135622
144	265.1980333
145	265.0931187
146	265.0052301
147	264.8460936
148	264.6665503
149	264.5799553
150	264.2820347
151	264.1650716
152	263.9044838
153	263.6949033
154	263.4461936
155	263.1838917
156	262.8501291
157	262.7665493
158	262.5275887
159	262.2691334
160	262.1550331
161	261.8802721
162	261.7300815
163	261.6033287
164	261.2873122
165	261.1894338
166	261.0162223
167	260.8390073
168	260.7742791
169	260.7156562
170	260.6007973
171	260.3265873
172	260.1911727
173	259.9974976
174	259.8412129
175	259.6138262
176	259.527687
177	259.3331287
178	259.2285298
179	259.0419033
180	258.9786821
181	258.8896143
182	258.7783056
183	258.74732
184	258.5945357
185	258.3879244
186	258.2567048
187	258.1872841
188	257.9953663
189	257.6541285
190	257.5205442
191	257.433413
192	257.2664656
193	257.1650834
194	257.0528262
195	256.8934862
196	256.4859896
197	256.2745277
198	256.2126962
199	256.1386839
200	255.9740396
201	255.7192313
202	255.6110262
203	255.509607
204	255.4657513
205	255.2962155
206	255.2431089
207	255.1620748
208	255.1158799
209	255.071525
210	255.0309927
211	254.9894946
212	254.9352817
213	254.8175296
214	254.6880921
215	254.5219763
216	254.4727306
217	254.4536852
218	254.2886463
219	254.2505421
220	254.2047976
221	254.1172185
222	254.0018466
223	253.8771573
224	253.8292848
225	253.7422284
226	253.6437937
227	253.5040586
228	253.4318066
229	253.3323822
230	253.2930991
231	253.1556809
232	252.9310392
233	252.8197721
234	252.5911847
235	252.5257077
236	252.4894243
237	252.3800374
238	252.3375369
239	252.1584418
240	251.9465491
241	251.8450284
242	251.8012982
243	251.7521969
244	251.6942066
245	251.6416537
246	251.618219
247	251.5277489
248	251.44547
249	251.4028319
250	251.3801355
251	251.3622767
252	251.3386794
253	251.1562003
254	251.0552503
255	250.7597662
256	250.630769
257	250.5316731
258	250.4885223
259	250.3681237
260	250.3114426
261	250.2772
262	250.1976622
263	250.0378673
264	249.9990038
265	249.8717635
266	249.7852837
267	249.7687675
268	249.747258
269	249.692878
270	249.6099957
271	249.5599676
272	249.5016438
273	249.4105368
274	249.3506023
275	249.3439729
276	249.1873365
277	249.1346362
278	249.0296065
279	248.9960513
280	248.9164247
281	248.7802383
282	248.7337158
283	248.6822691
284	248.5914501
285	248.446751
286	248.2914003
287	248.2306878
288	247.9813209
289	247.9724125
290	247.8393326
291	247.8082198
292	247.7794252
293	247.6779635
294	247.6507421
295	247.6015597
296	247.5588777
297	247.463732
298	247.3169175
299	247.2847132
300	247.2504575
301	247.1774064
302	247.1406992
303	247.0977819
304	247.0612092
305	246.8974799
306	246.8198397
307	246.7752983
308	246.7065666
309	246.6870917
310	246.6237578
311	246.5235621
312	246.4609292
313	246.4156971
314	246.3689287
315	246.3235348
316	246.2783922
317	246.2189631
318	246.1986124
319	246.1850364
320	246.1369395
321	246.0961502
322	246.0119608
323	245.9284242
324	245.8646863
325	245.7680457
326	245.7466671
327	245.6968652
328	245.6565815
329	245.5551257
330	245.5042194
331	245.4668212
332	245.4005873
333	245.3050178
334	245.2909155
335	245.1725996
336	245.0772165
337	244.8812599
338	244.8192151
339	244.781096
340	244.7476554
341	244.7120313
342	244.6648991
343	244.6451604
344	244.5709773
345	244.5490598
346	244.4872261
347	244.3919079
348	244.3803633
349	244.3289197
350	244.3012524
351	244.2660516
352	244.2209031
353	244.1489242
354	244.05417
355	244.009583
356	243.9276049
357	243.8794567
358	243.8485453
359	243.7991442
360	243.7655317
361	243.7452086
362	243.6903685
363	243.658857
364	243.6429625
365	243.6285186
366	243.579032
367	243.538215
368	243.4951402
369	243.4496782
370	243.3912146
371	243.3873951
372	243.3608006
373	243.2633195
374	243.2026125
375	243.0764384
376	243.0423951
377	243.0107345
378	242.9972861
379	242.9382372
380	242.92069
381	242.9152707
382	242.8839001
383	242.7690035
384	242.7489948
385	242.6047291
386	242.5518925
387	242.5012118
388	242.4843241
389	242.4400317
390	242.3989168
391	242.3397281
392	242.3048636
393	242.2298767
394	242.1898032
395	242.1203265
396	242.0464139
397	242.032764
398	241.997658
399	241.9821792
400	241.9643931
401	241.7849157
402	241.7117708
403	241.6622577
404	241.5657735
405	241.4444371
406	241.4328539
407	241.3192556
408	241.2788932
409	241.1380596
410	241.1125536
411	240.9359513
412	240.8309923
413	240.807827
414	240.7358839
415	240.7208097
416	240.6797006
417	240.6431009
418	240.416817
419	240.3665339
420	240.3411394
421	240.3068136
422	240.2781582
423	240.2536639
424	240.2290948
425	240.2233419
426	240.2054264
427	240.1518418
428	240.1464968
429	240.0826313
430	240.0559794
431	240.0501481
432	239.9620138
433	239.9326927
434	239.907073
435	239.7068783
436	239.6866731
437	239.6685558
438	239.6128697
439	239.5673743
440	239.4783738
441	239.3915184
442	239.3721658
443	239.3583625
444	239.2583134
445	239.200868
446	239.1854154
447	239.1350151
448	239.0835587
449	239.0437951
450	238.9757536
451	238.9247084
452	238.8880064
453	238.8507059
454	238.8126548
455	238.7748722
456	238.5132499
457	238.4536266
458	238.4452612
459	238.4303865
460	238.4233082
461	238.3437046
462	238.1862521
463	238.1433476
464	238.1171165
465	238.0946722
466	237.9833772
467	237.9440191
468	237.9250839
469	237.907705
470	237.8898499
471	237.8437803
472	237.8244291
473	237.7900471
474	237.7731212
475	237.7032194
476	237.6231446
477	237.6143177
478	237.5642936
479	237.459313
480	237.4305322
481	237.4028813
482	237.3615979
483	237.3464013
484	237.3378604
485	237.2887031
486	237.2183101
487	237.1685073
488	237.1361977
489	237.1253574
490	237.1193855
491	237.0966644
492	237.0673563
493	237.0455592
494	237.0263401
495	236.9948727
496	236.9720804
497	236.9453754
498	236.912785
499	236.8802003
500	236.8571849
501	236.8160209
502	236.7359429
503	236.6996234
504	236.5891723
505	236.5774043
506	236.5430738
507	236.4954978
508	236.4243636
509	236.4213169
510	236.3952633
511	236.3684442
512	236.3289141
513	236.309575
514	236.284775
515	236.2525338
516	236.2335698
517	236.2043886
518	236.1332963
519	236.1135987
520	236.1076381
521	236.094663
522	236.06369
523	235.827795
524	235.8092
525	235.7643096
526	235.7344415
527	235.6770541
528	235.6410748
529	235.6080179
530	235.5649002
531	235.4659804
532	235.4415843
533	235.4264601
534	235.3802741
535	235.3336461
536	235.2530923
537	235.2047605
538	235.1852841
539	235.1617969
540	235.1374017
541	235.1161648
542	235.0753303
543	235.0635723
544	235.030675
545	234.9656442
546	234.9435231
547	234.8730962
548	234.8566102
549	234.831419
550	234.7925324
551	234.7527688
552	234.7302216
553	234.7165333
554	234.6746764
555	234.6138362
556	234.5758639
557	234.5535441
558	234.5280911
559	234.4925787
560	234.4785133
561	234.4282758
562	234.3986974
563	234.3481931
564	234.3185635
565	234.2984583
566	234.2837579
567	234.2636556
568	234.2519966
569	234.1568937
570	234.1190102
571	234.1005694
572	234.0834563
573	234.043273
574	234.0237101
575	233.9734957
576	233.9474007
577	233.9305919
578	233.9050699
579	233.868913
580	233.8279249
581	233.8120146
582	233.8018958
583	233.7719937
584	233.7483866
585	233.7281133
586	233.6812918
587	233.6701007
588	233.6290334
589	233.5507291
590	233.501737
591	233.4927706
592	233.4779131
593	233.4580994
594	233.4176906
595	233.3818379
596	233.3606602
597	233.3473797
598	233.2970129
599	233.2779178
600	233.2293823
601	233.220555
602	233.2151112
603	233.1925031
604	233.1528536
605	233.1242395
606	233.110296
607	233.0442164
608	233.0332331
609	233.0058561
610	232.973149
611	232.9315077
612	232.8926517
613	232.8739331
614	232.8119833
615	232.6660678
616	232.6506119
617	232.6208247
618	232.5864127
619	232.5536779
620	232.4549918
621	232.4385063
622	232.3971849
623	232.3640406
624	232.3187477
625	232.2957543
626	232.2764188
627	232.2392268
628	232.2252757
629	232.1954034
630	232.0745144
631	232.0604313
632	231.985187
633	231.974226
634	231.9547776
635	231.9456618
636	231.9359182
637	231.9282691
638	231.8935387
639	231.860202
640	231.8274921
641	231.8008466
642	231.7640692
643	231.7526784
644	231.7414939
645	231.7147702
646	231.6860682
647	231.6731343
648	231.6546792
649	231.6380173
650	231.5976443
651	231.5903399
652	231.5680796
653	231.5542029
654	231.4860132
655	231.4781311
656	231.4653065
657	231.4105621
658	231.3375334
659	231.3157122
660	231.297349
661	231.2509392
662	231.195838
663	231.1915457
664	231.1659036
665	231.1380763
666	231.1134251
667	231.0862195
668	231.0687245
669	231.0343172
670	231.0298565
671	231.0108782
672	230.9965637
673	230.9734303
674	230.9087638
675	230.8918604
676	230.8468602
677	230.8378436
678	230.8046807
679	230.766674
680	230.7173289
681	230.7020495
682	230.6757494
683	230.6493739
684	230.6176144
685	230.5953825
686	230.5640987
687	230.5506679
688	230.5436902
689	230.5298861
690	230.5004159
691	230.4726496
692	230.4640937
693	230.4504803
694	230.4342575
695	230.417114
696	230.4088173
697	230.3877359
698	230.3572735
699	230.3375405
700	230.3066464
701	230.2963164
702	230.2728365
703	230.237351
704	230.2231549
705	230.2008515
706	230.1835119
707	230.1375745
708	230.1247437
709	230.058596
710	230.0349918
711	230.0112749
712	229.976788
713	229.8967588
714	229.8869867
715	229.8496355
716	229.8312359
717	229.8031194
718	229.7902096
719	229.7769202
720	229.77199
721	229.743436
722	229.7332378
723	229.7245637
724	229.7007809
725	229.6752989
726	229.6135002
727	229.585036
728	229.5665463
729	229.5522905
730	229.5184816
731	229.5006392
732	229.4954377
733	229.4696291
734	229.453227
735	229.3370624
736	229.3034491
737	229.2828194
738	229.2743693
739	229.2538288
740	229.2303172
741	229.217234
742	229.1872604
743	229.146413
744	229.1401079
745	229.1205267
746	229.0959207
747	229.0772642
748	229.0275618
749	228.9952517
750	228.959656
751	228.9450643
752	228.9169853
753	228.9040145
754	228.8924906
755	228.8720739
756	228.8367984
757	228.8136615
758	228.8108585
759	228.7970186
760	228.7877789
761	228.764389
762	228.7042484
763	228.6927948
764	228.6849183
765	228.673352
766	228.6540595
767	228.6370201
768	228.6216044
769	228.5774268
770	228.5572853
771	228.5506647
772	228.5411631
773	228.5211008
774	228.4998865
775	228.4630771
776	228.3816191
777	228.3588775
778	228.2884459
779	228.2805726
780	228.2545467
781	228.216182
782	228.2111074
783	228.1976748
784	228.1781731
785	228.1619915
786	228.1465883
787	228.129065
788	228.084453
789	228.0439353
790	228.0358775
791	228.027715
792	227.999393
793	227.969857
794	227.8337829
795	227.8088129
796	227.7911284
797	227.781146
798	227.7465935
799	227.7283361
800	227.6964984
801	227.6839075
802	227.6572778
803	227.6290774
804	227.6008119
805	227.5310306
806	227.5061265
807	227.4499524
808	227.4457599
809	227.425382
810	227.4174778
811	227.4029886
812	227.3911886
813	227.3704923
814	227.3673401
815	227.3476366
816	227.3259816
817	227.3064993
818	227.2935325
819	227.2764468
820	227.2554492
821	227.2141412
822	227.1923373
823	227.1377746
824	227.1042615
825	227.0616792
826	227.0405385
827	227.0206273
828	227.0048314
829	226.9939202
830	226.9791013
831	226.9693543
832	226.8968275
833	226.8218615
834	226.8034175
835	226.7776914
836	226.7651167
837	226.7516553
838	226.7294042
839	226.7153495
840	226.7036155
841	226.6668293
842	226.64789
843	226.5791637
844	226.5693189
845	226.5111165
846	226.5011694
847	226.4853197
848	226.4695747
849	226.451749
850	226.4443085
851	226.4316254
852	226.4200434
853	226.3840989
854	226.3414449
855	226.3213941
856	226.2974568
857	226.265494
858	226.2533264
859	226.2416963
860	226.1822513
861	226.1576688
862	226.1415088
863	226.1231716
864	226.0593766
865	226.0406064
866	226.0277322
867	225.9913692
868	225.982352
869	225.9547816
870	225.9503165
871	225.943351
872	225.9194277
873	225.9062778
874	225.8914508
875	225.8820937
876	225.8577978
877	225.8528701
878	225.8258457
879	225.7995894
880	225.791259
881	225.774046
882	225.7669494
883	225.7267613
884	225.7205027
885	225.7062903
886	225.6856087
887	225.6795055
888	225.6700549
889	225.6608336
890	225.6479433
891	225.5971511
892	225.5670509
893	225.5416668
894	225.5227252
895	225.5179367
896	225.4814016
897	225.4711895
898	225.4453783
899	225.4394988
900	225.4288313
901	225.4114832
902	225.4041938
903	225.394563
904	225.3849536
905	225.373766
906	225.3546881
907	225.3047192
908	225.3007084
909	225.2768656
910	225.2601058
911	225.2218644
912	225.2131488
913	225.201606
914	225.1581792
915	225.1416252
916	225.1044441
917	225.0687963
918	224.9673054
919	224.954368
920	224.9395877
921	224.9253293
922	224.8989941
923	224.8889118
924	224.870863
925	224.7888136
926	224.7571943
927	224.7468478
928	224.7317625
929	224.722008
930	224.7150277
931	224.7032081
932	224.6998666
933	224.6924503
934	224.6626019
935	224.6504729
936	224.6417916
937	224.569872
938	224.5556995
939	224.5226573
940	224.5165804
941	224.505691
942	224.4950961
943	224.4542569
944	224.3830646
945	224.3745469
946	224.354777
947	224.3431268
948	224.3383744
949	224.3079918
950	224.2051459
951	224.1745853
952	224.1679418
953	224.1575835
954	224.1406314
955	224.1124885
956	224.0967228
957	224.0888916
958	224.0803614
959	224.0668996
960	224.0466995
961	224.0273929
962	224.0143749
963	224.0038946
964	223.9992741
965	223.9883938
966	223.9666951
967	223.9501886
968	223.9462837
969	223.9353718
970	223.9201229
971	223.8676647
972	223.8554138
973	223.8506122
974	223.8145548
975	223.8050336
976	223.7877407
977	223.7762541
978	223.7635517
979	223.7562066
980	223.6493201
981	223.5383327
982	223.5252677
983	223.4932252
984	223.4717563
985	223.4571688
986	223.4513708
987	223.4339516
988	223.4287909
989	223.4121631
990	223.4023556
991	223.3474138
992	223.3274978
993	223.3222326
994	223.302441
995	223.2679011
996	223.2656511
997	223.2560283
998	223.2472442
999	223.2245616
